user_id,anime_id,rating
11,8675,8
11,23233,7
11,20847,8
11,4063,8
11,5277,9
11,9355,9
11,199,9
11,5355,8
11,6581,7
11,18119,10
11,154,10
11,23273,10
11,1559,10
11,11763,7
11,21431,9
11,10620,9
11,23289,10
11,23079,7
11,2952,8
11,6702,10
11,27831,9
11,23199,9
11,8408,8
11,28121,8
11,1313,8
11,552,8
11,6746,10
11,1535,10
11,5114,10
11,24031,7
11,18507,9
11,25731,7
11,1482,10
11,15583,10
11,19163,9
11,22265,9
11,17641,8
12,31964,10
12,16335,10
12,11021,10
12,35062,10
12,20785,10
12,23321,10
12,237,10
12,16662,10
12,15225,10
12,5114,10
12,121,10
12,356,10
12,28121,10
12,9989,10
12,4726,10
12,223,10
12,1313,10
12,552,10
12,3269,10
12,873,10
12,48,10
12,11375,10
12,11759,10
12,20,10
12,6547,10
12,34497,10
12,1575,10
12,33486,10
12,813,10
12,442,10
12,431,10
12,2144,10
12,936,10
12,14283,10
12,523,10
12,16011,10
12,16870,10
12,16417,10
12,14813,10
12,20021,10
12,11757,10
12,5681,10
12,14289,10
12,16524,10
12,565,10
12,21881,10
12,199,10
12,1735,10
12,16498,10
12,4437,10
12,6325,10
12,8246,10
12,10589,10
12,2472,10
12,14749,10
12,19369,10
12,27775,10
12,12477,10
12,13759,10
12,13667,10
13,150,5
13,1576,8
13,47,7
13,1210,6
13,849,9
13,1569,8
13,2236,9
13,3088,9
13,861,10
13,2167,8
13,2159,8
13,1575,10
13,237,9
13,330,8
13,30,9
13,2025,9
13,2924,10
13,2759,9
13,120,8
13,2164,10
13,486,9
13,1810,8
13,2034,9
13,1887,9
13,1530,8
14,38524,9
14,5034,6
14,21843,7
14,16498,8
14,25777,9
14,35760,8
14,3588,8
14,22319,8
14,18277,6
14,11757,7
14,2001,9
14,21353,7
14,33352,8
14,23283,9
14,4581,5
14,9253,9
14,23273,9
14,14719,7
14,31240,8
14,16592,4
14,6747,5
14,1482,7
14,15109,7
14,1,9
14,2904,9
14,1575,9
14,31964,8
14,10490,3
14,11285,5
14,1519,9
14,4901,9
14,889,8
14,20787,5
14,32379,4
14,2251,10
14,9919,7
14,2025,8
14,7338,8
14,6573,8
14,1535,10
14,8074,5
14,11077,8
14,777,9
14,270,7
14,28791,8
14,10793,6
14,268,8
14,21821,3
14,11111,7
14,121,8
14,10087,8
14,6702,7
14,226,8
14,31339,9
14,38668,8
14,1726,8
14,28223,9
14,11061,10
14,11741,8
14,9989,9
14,6547,8
14,19429,7
14,14349,9
14,19489,9
14,34599,9
14,9756,8
14,10620,6
14,3342,7
14,32182,9
14,37510,9
14,18153,8
14,30,10
14,19815,9
14,10588,6
14,3366,7
14,5682,7
14,22135,9
14,34514,8
14,13601,8
14,23281,9
14,10165,8
14,20853,8
14,28623,7
14,30831,7
14,22199,7
14,6682,7
14,32937,8
14,30806,4
14,20899,8
14,24231,8
14,33,9
14,18679,7
14,22535,8
14,33206,9
14,250,8
14,26055,8
15,482,7
15,527,10
15,594,9
15,72,7
15,502,10
15,225,5
15,223,10
15,341,6
15,392,8
16,19799,5
16,74,5
16,30544,7
16,31737,7
16,2508,6
16,132,7
16,476,6
16,37349,6
16,39576,7
16,27631,6
16,21431,5
16,37105,8
16,133,5
16,881,3
16,1679,3
16,10793,8
16,13161,5
16,31859,7
16,32648,6
16,15809,6
16,2026,7
16,15225,5
16,11617,6
16,15451,6
16,8074,6
16,36296,7
16,33421,6
16,37446,5
16,33731,6
16,25159,5
16,5114,8
16,1157,6
16,4186,6
16,14741,5
16,20031,6
16,12549,5
16,11843,7
16,15583,6
16,19163,6
16,36633,4
16,34497,5
16,9379,5
16,8086,7
16,31163,7
16,31710,4
16,37520,9
16,31339,7
16,3230,5
16,28121,5
16,503,2
16,34321,5
16,356,7
16,6922,7
16,22297,6
16,28701,7
16,10087,8
16,11741,8
16,317,7
16,2952,8
16,71,6
16,3455,5
16,249,7
16,5781,6
16,14813,7
16,23847,7
16,28,5
16,37779,8
16,28677,5
16,8861,6
16,32615,7
16,35507,7
16,392,6
16,32937,7
16,30831,7
16,31952,5
16,33206,6
16,31758,7
16,31757,7
16,9260,7
16,31798,6
16,1579,4
16,33082,7
16,32281,8
16,516,6
16,21671,6
16,1086,6
16,24439,6
16,10080,8
16,8525,7
16,27991,7
16,793,6
16,37210,6
16,861,7
16,34902,5
16,35203,4
16,21327,5
16,14765,5
16,29785,6
16,14719,5
16,20899,6
16,26055,8
16,31933,7
16,14467,7
16,16904,6
16,251,5
16,9213,6
16,28623,6
16,237,7
16,10790,7
16,8841,6
16,38040,7
16,32380,6
16,13663,5
16,28979,6
16,4654,6
16,22319,6
16,1218,5
16,4224,7
16,25157,5
16,177,6
16,969,7
16,479,6
16,34126,5
16,37430,7
16,3594,6
16,35073,6
16,29803,7
16,36027,4
16,24705,6
16,19221,6
16,195,5
16,31772,6
16,30276,7
16,32962,5
16,18095,5
16,30503,6
16,20507,5
16,33674,8
16,19815,6
16,11597,6
16,10165,7
16,15689,6
16,8246,5
16,442,6
16,20,7
16,1722,6
16,31442,6
16,9181,6
16,15315,6
16,37510,7
16,32182,6
16,8424,5
16,37675,6
16,738,7
16,26243,6
16,33091,7
16,29035,5
16,28497,7
16,22865,6
16,2993,6
16,4214,7
16,45,7
16,21561,6
16,957,5
16,32542,7
16,13759,6
16,14515,5
16,24,7
16,846,7
16,6500,4
16,37450,7
16,31716,5
16,32262,5
16,30015,6
16,238,7
16,31240,8
16,210,6
16,25345,8
16,30296,7
16,209,5
16,1538,6
16,10711,4
16,27775,8
16,28927,7
16,2001,8
16,32438,5
16,10721,5
16,28755,6
16,33080,6
16,31478,7
16,1536,6
16,33475,6
16,1689,7
16,10163,6
16,232,5
16,10012,5
16,28999,7
16,20973,5
16,34240,7
16,29786,7
16,23233,7
16,1557,6
16,170,6
16,152,7
16,3588,6
16,9253,9
16,30484,9
16,32188,6
16,3332,5
16,18277,6
16,11757,5
16,21881,5
16,29758,5
16,30911,6
16,10719,5
16,10110,5
16,31964,6
16,11285,5
16,40496,7
16,21863,5
16,276,6
16,576,5
16,189,6
16,23321,8
16,17265,7
16,34881,4
16,857,7
16,22729,7
16,27655,6
16,591,5
16,1749,5
16,22147,5
16,32171,4
16,6547,7
16,33489,7
16,11111,6
16,12581,4
16,2251,8
16,6347,6
16,8516,5
16,5081,7
16,9513,7
16,31904,5
16,20787,6
16,68,7
16,31043,7
16,10067,5
17,5781,7
17,6682,10
17,14199,2
17,12355,6
17,23673,6
17,7769,8
17,8769,7
17,13659,8
17,14749,7
17,19221,10
17,20931,6
17,20939,10
17,24211,5
17,853,7
17,19369,8
17,29803,9
17,26243,8
17,28927,9
17,5530,10
17,11179,7
17,24705,4
17,12673,7
17,6324,8
17,6512,7
17,8246,8
17,10589,7
17,13667,6
17,4081,7
17,31764,7
17,14293,7
17,1243,8
17,18897,7
17,11933,9
17,27787,7
17,19815,9
17,10161,7
17,21177,7
17,19855,7
17,20507,9
17,30503,8
17,7592,9
17,10049,10
17,30514,5
17,6325,6
17,31223,6
17,5682,8
17,165,5
17,23309,9
17,6114,10
17,30296,6
17,13391,8
17,25859,3
17,23421,5
17,31240,8
17,33021,4
17,6675,7
17,30015,7
17,3941,8
17,2369,7
17,18039,5
17,4618,4
17,11227,5
17,12281,5
17,13599,6
17,32094,6
17,31927,7
17,10611,8
17,19315,2
17,27775,7
17,10711,7
17,527,2
17,1564,1
17,9107,1
17,1525,1
17,1565,1
17,2363,1
17,32360,8
17,6178,1
17,9917,1
17,12671,1
17,30240,8
17,32485,9
17,13601,9
17,23281,7
17,21339,8
17,28617,7
17,10740,1
17,4437,7
17,2472,7
17,10686,6
17,10456,9
17,12487,8
17,10893,7
17,19703,5
17,7148,8
17,600,4
17,14349,6
17,17265,7
17,25015,6
17,23321,7
17,19111,5
17,24997,5
17,1887,10
17,23133,7
17,17247,6
17,24455,8
17,22097,7
17,31741,8
17,15051,5
17,18115,8
17,18153,7
17,22145,9
17,12175,5
17,11887,8
17,28725,7
17,13367,5
17,30831,4
17,32380,9
17,8841,10
17,10790,10
17,251,9
17,10209,8
17,32214,4
17,10918,5
17,11771,10
17,16894,10
17,24415,7
17,32245,8
17,4898,8
17,6707,8
17,24629,7
17,14513,10
17,19769,4
17,20785,8
17,30307,5
17,9181,5
17,31442,7
17,11021,8
17,3655,6
17,877,7
17,9741,7
17,23755,10
17,15315,10
17,31722,3
17,442,6
17,936,7
17,2144,3
17,1074,6
17,10659,3
17,10075,7
17,761,6
17,2248,5
17,20,7
17,8424,10
17,2751,5
17,10620,10
17,14479,10
17,10213,9
17,16890,4
17,9936,6
17,15565,6
17,21863,10
17,14833,7
17,8100,8
17,10624,7
17,12053,7
17,10397,1
17,13239,6
17,10110,9
17,32438,7
17,11761,10
17,14527,6
17,21603,7
17,28817,7
17,20541,8
17,28497,5
17,31798,7
17,22865,9
17,64,7
17,16049,7
17,916,4
17,21353,3
17,22319,9
17,27899,6
17,30458,7
17,6211,7
17,16011,8
17,6213,9
17,14227,5
17,4224,10
17,10294,7
17,10713,6
17,10714,7
17,10715,6
17,10716,7
17,10717,8
17,26443,8
17,2210,9
17,25157,8
17,28979,5
17,3455,7
17,849,6
17,4382,5
17,11757,5
17,21881,5
17,28861,6
17,19021,7
17,4884,5
17,24459,5
17,13663,4
17,13333,7
17,14189,10
17,35790,8
17,5734,1
17,10702,4
17,2001,10
17,22687,8
17,31430,8
17,3089,4
17,12445,10
17,5681,7
17,4896,10
17,27387,7
17,28677,10
17,24627,10
17,10216,9
17,16241,5
17,1276,6
17,9331,5
17,18677,6
17,20533,2
17,3614,5
17,23283,8
17,1195,10
17,11319,10
17,1840,10
17,3712,10
17,11837,3
17,14075,10
17,17681,4
17,2404,9
17,34176,8
17,10798,8
17,33161,7
17,14813,7
17,27927,6
17,10162,6
17,21845,6
17,3457,8
17,4752,9
17,30251,4
17,14283,7
17,19023,5
17,23847,7
17,21189,7
17,16742,7
17,20449,7
17,21085,10
17,935,7
17,202,1
17,6956,6
17,6919,7
17,10405,4
17,19151,1
17,14289,6
17,19211,9
17,16524,9
17,22877,7
17,32595,5
17,5909,9
17,8675,4
17,10119,8
17,20847,7
17,20973,8
17,4063,3
17,10073,8
17,5277,7
17,9745,10
17,6634,10
17,10308,6
17,5507,5
17,15119,3
17,27967,2
17,15751,7
17,18523,7
17,5355,10
17,18119,7
17,6500,8
17,22663,6
17,18041,6
17,1719,8
17,65,9
17,21561,8
17,20709,10
17,10156,2
17,23277,6
17,30749,6
17,21033,3
17,34612,10
17,15771,8
17,12531,9
17,32542,6
17,13759,10
17,11499,10
17,2476,10
17,30806,8
17,5940,5
17,17777,3
17,355,5
17,154,7
17,23273,6
17,9863,9
17,23209,7
17,5958,9
17,12783,9
17,8407,9
17,9790,7
17,22101,6
17,17080,1
17,33433,6
17,3588,9
17,14129,3
17,9253,10
17,32188,8
17,10863,7
17,27957,5
17,2418,7
17,18277,10
17,30321,10
17,21507,4
17,6979,3
17,79,9
17,31914,6
17,4581,5
17,7724,8
17,3919,8
17,29786,7
17,21843,6
17,16498,10
17,169,6
17,789,4
17,12367,5
17,23233,7
17,30363,5
17,30365,5
17,7662,7
17,13125,10
17,25835,8
17,23325,5
17,28625,8
17,28171,8
17,32282,7
17,2993,7
17,5525,5
17,18495,3
17,1067,6
17,13807,6
17,15037,8
17,514,7
17,25731,3
